No	カードパック	職業	種類	カード名1		カード名2	カード名3	コスト	攻撃力	体力	系統	画像	レア度	シンクロ	熟練度	ダンジョン	おうえん	スキルリンク	占い	パワフルバッジ	BET	絶好調	必殺技	メタルボディ
1159	03不死鳥	武闘家	ユニット(トークン)	【マッスルアニマル】	【マッスルアニマル	マッスルアニマル	マッスルアニマル	0	1	1			0											
1160	02力の咆哮	商人	ユニット	【マッスルウータン】	【マッスルウータン	マッスルウータン	マッスルウータン	6	5	7			0											
1161	12_そして伝説は	共通	ユニット	【マッスルガード】	【マッスルガード	マッスルガード	マッスルガード	4	1	1	あくま		1		a									
1162	05_勇気の英雄譚	僧侶	ユニット	【マッドオックス】	【マッドオックス	マッドオックス	マッドオックス	3	2	3			2											
1163	09_再会と誓い	戦士	ユニット	【マッドファルコン】	【マッドファルコン	マッドファルコン	マッドファルコン	8	3	4			1											
1164	01スタンダード	魔剣士	ユニット	【マッドフィンガー】	【マッドフィンガー	マッドフィンガー	マッドフィンガー	4	3	3	ゾンビ		0											
1165	06_小さな希望の	武闘家	ユニット	【マッドプラント】	【マッドプラント	マッドプラント	マッドプラント	2	2	3			2											
1166	08_カジノ	共通	ユニット	【マデサゴーラ】	【マデサゴーラ	マデサゴーラ	マデサゴーラ	4	4	4	魔王		3								a			
1167	07_光と闇の	魔法使い	ユニット	【まどうし】	【まどうし	まどうし	まどうし	2	1	4			0											
1168	04もりもり	魔法使い	ユニット	【まどうスライム】	【まどうスライム	まどうスライム	まどうスライム	4	4	4	スライム		2											
1169	01スタンダード	共通	ユニット	【マドハンド】	【マドハンド	マドハンド	マドハンド	3	1	1	ゾンビ		0											
1170	07_光と闇の	共通	ユニット	【マドルーパー】	【マドルーパー	マドルーパー	マドルーパー	2	2	2			1											
1171	01スタンダード	商人	ユニット	【マネマネ】	【マネマネ	マネマネ	マネマネ	5	1	1			2											
1172	05_勇気の英雄譚	魔法使い	特技	【マヒャデドス】	【マヒャデドス	マヒャデドス	マヒャデドス	10					2											
1173	09_再会と誓い	魔法使い	特技	【マヒャド】	【マヒャド	マヒャド	マヒャド	5					1											
1174	04もりもり	共通	ユニット	【マヒャドフライ】	【マヒャドフライ	マヒャドフライ	マヒャドフライ	2	1	4			0											
1175	10_破壊と創造	商人	ユニット	【マペットマン】	【マペットマン	マペットマン	マペットマン	3	2	4			0											
1176	08_カジノ	占い師	ユニット	【まほうおばば】	【まほうおばば	まほうおばば	まほうおばば	0	1	1			0											
1177	05_勇気の英雄譚	共通	ユニット	【まほうじじい】	【まほうじじい	まほうじじい	まほうじじい	4	4	4			2											
1178	03不死鳥	商人	武器	【まほうのそろばん】	【まほうのそろばん	まほうのそろばん	まほうのそろばん	2	1	3			1											
1179	04もりもり	魔法使い	特技	【まほうの小ビン】	【まほうの小ビン	まほうの小ビン	まほうの小ビン	1					0											
1180	10_破壊と創造	魔法使い	建物	【まほう研究所】	【まほう研究所	まほう研究所	まほう研究所	2		2	建物B		1											
1181	01スタンダード	共通	ユニット	【マポレーナ】	【マポレーナ	マポレーナ	マポレーナ	3	2	3	あくま		0											
1182	01スタンダード	共通	ユニット	【マミー】	【マミー	マミー	マミー	5	4	5	ゾンビ		1											
1183	10_破壊と創造	武闘家	ユニット	【マミムメモリー】	【マミムメモリー	マミムメモリー	マミムメモリー	5	4	4	冒険者		3					a						
1184	04もりもり	共通	ユニット	【まものつかい】	【まものつかい	まものつかい	まものつかい	2	3	2			1											
1185	11_英雄たちの凱旋	魔法使い	特技	【まもののツボ】	【まもののツボ	まもののツボ	まもののツボ	6					2											
1186	02力の咆哮	魔法使い	特技	【まものの呼び笛】	【まものの呼び笛	まものの呼び笛	まものの呼び笛	3					0				a							
1187	08_カジノ	僧侶	特技	【まもりのふえ】	【まもりのふえ	まもりのふえ	まもりのふえ	2					0											
1188	09_再会と誓い	盗賊	ユニット	【マヤ】	【マヤ	マヤ	マヤ	4	2	2	冒険者		3											
1189	01スタンダード	魔法使い	ユニット	【マリベル】	【マリベル	マリベル	マリベル	5	4	3	冒険者		3											
1190	05_勇気の英雄譚	武闘家	ユニット	【マリンスライム】	【マリンスライム	マリンスライム	マリンスライム	2	2	3	スライム		0											
1191	08_カジノ	僧侶	ユニット	【マリンフェアリー】	【マリンフェアリー	マリンフェアリー	マリンフェアリー	5	2	3			1											
1192	13_星降りの決戦	魔剣士	ユニット	【マリンワーム】	【マリンワーム	マリンワーム	マリンワーム	3	2	3			1											
1193	12_そして伝説は	魔剣士	ユニット	【マルタの精霊 ワルぼう】	【マルタの精霊 ワルぼう	マルタの精霊 ワルぼう	マルタの精霊ワルぼう	3	3	2			3											
1194	07_光と闇の	僧侶	ユニット	【マルチェロ】	【マルチェロ	マルチェロ	マルチェロ	7	4	4			3											
1195	01スタンダード	共通	ユニット	【マルティナ】	【マルティナ	マルティナ	マルティナ	6	5	4	冒険者		3											
1196	01スタンダード	武闘家	特技	【まわしげり】	【まわしげり	まわしげり	まわしげり	3					0											
1197	09_再会と誓い	共通	ユニット	【マンドラ】	【マンドラ	マンドラ	マンドラ	1	2	1	スライム		0											
1198	13_星降りの決戦	共通	ユニット	【マンルースター】	【マンルースター	マンルースター	マンルースター	4	4	4			1											
1199	12_そして伝説は	僧侶	ユニット	【ミーティア姫】	【ミーティア姫	ミーティア姫	ミーティア姫	8	4	4	冒険者		3											
1200	01スタンダード	共通	ユニット(トークン)	【ミイラおとこ】	【ミイラおとこ	ミイラおとこ	ミイラおとこ	3	3	3	ゾンビ		1											
1201	01スタンダード	共通	ユニット	【ミケまどう】	【ミケまどう	ミケまどう	ミケまどう	3	4	2			0											
1202	03不死鳥	共通	ユニット	【ミステリドール】	【ミステリドール	ミステリドール	ミステリドール	2	2	3	物質		2											
1203	11_英雄たちの凱旋	武闘家	ユニット	【ミステリピラー】	【ミステリピラー	ミステリピラー	ミステリピラー	3	3	3	物質		2											
1204	06_小さな希望の	戦士	特技	【みなごろし】	【みなごろし	みなごろし	みなごろし	2					0											
1205	01スタンダード	魔法使い	ユニット	【みならいあくま】	【みならいあくま	みならいあくま	みならいあくま	1	1	2	あくま		0											
1206	06_小さな希望の	魔法使い	ユニット	【ミニデーモン】	【ミニデーモン	ミニデーモン	ミニデーモン	3	2	2	あくま		2											
1207	04もりもり	共通	ユニット	【ミノーン】	【ミノーン	ミノーン	ミノーン	1	0	4			0											
1208	10_破壊と創造	共通	ユニット	【みみずん】	【みみずん	みみずん	みみずん	2	2	3			2											
1209	01スタンダード	共通	ユニット	【ミミック】	【ミミック	ミミック	ミミック	3	4	4	物質		0											
1210	06_小さな希望の	僧侶	特技	【ミラクルソード】	【ミラクルソード	ミラクルソード	ミラクルソード	2					0											
1211	07_光と闇の	戦士	特技	【ミラクルブレイド】	【ミラクルブレイド	ミラクルブレイド	ミラクルブレイド	3					1										a	
1212	12_そして伝説は	魔剣士	ユニット	【ミラルゴ】	【ミラルゴ	ミラルゴ	ミラルゴ	4	3	2			2											
1213	08_カジノ	共通	ユニット	【ミリオンゼニー】	【ミリオンゼニー	ミリオンゼニー	ミリオンゼニー	6	4	7	物質		1								a			
1214	05_勇気の英雄譚	共通	ユニット	【ミルドラース】	【ミルドラース	ミルドラース	ミルドラース	5	4	6	魔王		3											
1215	01スタンダード	占い師	ユニット	【ミレーユ】	【ミレーユ	ミレーユ	ミレーユ	5	4	5	冒険者		3											
1216	09_再会と誓い	占い師	ユニット	【みわくのランプ】	【みわくのランプ	みわくのランプ	みわくのランプ	4	3	5	物質		0											
1217	01スタンダード	武闘家	ユニット	【ムーンキメラ】	【ムーンキメラ	ムーンキメラ	ムーンキメラ	4	5	4			1											
1218	06_小さな希望の	共通	ユニット	【ムーンフェイス】	【ムーンフェイス	ムーンフェイス	ムーンフェイス	4	5	4			2											
1219	11_英雄たちの凱旋	共通	英雄	【ムーンブルクの王女】	【ムーンブルクの王女	ムーンブルクの王女	ムーンブルクの王女	1					3											
1220	08_カジノ	僧侶	武器	【むげんの弓】	【むげんの弓	むげんの弓	むげんの弓	3	1	1			2								a			
1221	10_破壊と創造	戦士	ユニット	【ムチおとこ】	【ムチおとこ	ムチおとこ	ムチおとこ	6	6	6			2											
1222	02力の咆哮	共通	ユニット	【むつでエビ】	【むつでエビ	むつでエビ	むつでエビ	2	2	3			0											
1223	07_光と闇の	戦士	ユニット	【ムドー】	【ムドー	ムドー	ムドー	6	4	6	魔王		3											
1224	12_そして伝説は	盗賊	ユニット	【めいおうのかげ】	【めいおうのかげ	めいおうのかげ	めいおうのかげ	3	3	2			2											
1225	00ベーシック	魔法使い	ユニット	【メイジキメラ】	【メイジキメラ	メイジキメラ	メイジキメラ	2	2	3			0											
1226	03不死鳥	占い師	ユニット	【メイジドラキー】	【メイジドラキー	メイジドラキー	メイジドラキー	1	1	2			1											
1227	06_小さな希望の	占い師	ユニット	【メイジバピラス】	【メイジバピラス	メイジバピラス	メイジバピラス	2	2	2	ドラゴン		1									a		
1228	06_小さな希望の	魔法使い	ユニット	【メイジポンポコ】	【メイジポンポコ	メイジポンポコ	メイジポンポコ	5	3	5			1	a										
1229	05_勇気の英雄譚	魔法使い	ユニット	【メイジももんじゃ】	【メイジももんじゃ	メイジももんじゃ	メイジももんじゃ	2	1	2			2											
1230	02力の咆哮	武闘家	特技	【めいそう】	【めいそう	めいそう	めいそう	1					0											
1231	05_勇気の英雄譚	魔剣士	ユニット	【メイデンドール】	【メイデンドール	メイデンドール	メイデンドール	3	1	3	物質		2											
1232	01スタンダード	共通	ユニット	【メーダ】	【メーダ	メーダ	メーダ	2	3	2			1											
1233	09_再会と誓い	共通	ユニット	【メーダクイン】	【メーダクイン	メーダクイン	メーダクイン	3	2	4			2											
1234	02力の咆哮	共通	ユニット	【メーダロード】	【メーダロード	メーダロード	メーダロード	4	4	4			2											
1235	01スタンダード	共通	ユニット	【メガザルロック】	【メガザルロック	メガザルロック	メガザルロック	3	1	4	物質		1											
1236	02力の咆哮	共通	ユニット	【メガトンケイル】	【メガトンケイル	メガトンケイル	メガトンケイル	12	8	8	あくま		2											
